,x,
243,1,"0243 = ""0243: REMOVE VENTRICLE SHUNT"""
2491,1,"2491 = ""2491: EXTEN BUCCOLABIAL/SULCUS"""
2559,1,"2559 = ""2559: REPAIR OF TONGUE NEC"""
2629,1,"2629 = ""2629: SALIV LESION EXCIS NEC"""
2723,1,"2723 = ""2723: LIP BIOPSY"""
2729,1,"2729 = ""2729: ORAL CAVITY DX PROC NEC"""
2753,1,"2753 = ""2753: CLOSURE OF MOUTH FISTULA"""
2755,1,"2755 = ""2755: FULL-THICK GRFT TO MOUTH"""
2799,1,"2799 = ""2799: ORAL CAVITY OPS NEC"""
2811,1,"2811 = ""2811: TONSIL  &  ADENOID BIOPSY"""
2933,1,"2933 = ""2933: PHARYNGECTOMY (Begin 1991)"""
294,1,"0294 = ""0294: INSERT/REPLAC SKULL TONG"""
299,1,"0299 = ""0299: SKULL & BRAIN OP NEC"""
301,1,"0301 = ""0301: REMOVAL FB SPINAL CANAL"""
3179,1,"3179 = ""3179: OTHER TRACHEAL REPAIR"""
3199,1,"3199 = ""3199: OTHER TRACHEAL OPERATION"""
3201,1,"3201 = ""3201: ENDOSC DESTRUC BRONC LES (Begin 1989)"""
3228,1,"3228 = ""3228: ENDOSC DESTRUC LUNG LES (Begin 1989)"""
323,1,"323  = ""323 : SEGMENTAL LUNG RESECTION (End 2007)"""
3241,1,"3241 = ""3241: THORAC LOBECTOMY LUNG (Begin 2007)"""
339,1,"0339 = ""0339: OTHER SPINAL DX PROC"""
3392,1,"3392 = ""3392: BRONCHIAL LIGATION"""
3402,1,"3402 = ""3402: EXPLORATORY THORACOTOMY"""
3426,1,"3426 = ""3426: OPEN MEDIASTINAL BIOPSY"""
343,1,"343  = ""343 : DESTRUCT MEDIASTIN LES"""
3492,1,"3492 = ""3492: INJECT INTO THORAX CAVIT"""
3523,1,"3523 = ""3523: REPLACE MITR VALV-TISSUE"""
353,1,"0353 = ""0353: VERTEBRAL FX REPAIR"""
359,1,"0359 = ""0359: SPINAL STRUCT REPAIR NEC"""
3611,1,"3611 = ""3611: AORTOCOR BYPAS-1 COR ART"""
3613,1,"3613 = ""3613: AORTOCOR BYPAS-3 COR ART"""
3615,1,"3615 = ""3615: 1 INT MAM-COR ART BYPASS"""
370,1,"370  = ""370 : PERICARDIOCENTESIS"""
3794,1,"3794 = ""3794: IMPLT/REPL CARDDEFIB TOT (Begin 1986)"""
38,1,"038  = ""038 : DESTR INJECT-SPINE CANAL"""
3802,1,"3802 = ""3802: HEAD/NECK VES INCIS NEC"""
3806,1,"3806 = ""3806: ABDOMEN ARTERY INCISION"""
3829,1,"3829 = ""3829: BLOOD VESSEL DX PROC NEC"""
3834,1,"3834 = ""3834: AORTA RESECTION & ANAST"""
3885,1,"3885 = ""3885: OCCLUDE THORACIC VES NEC"""
3898,1,"3898 = ""3898: ARTERIAL PUNCTURE NEC"""
391,1,"0391 = ""0391: ANESTH INJECT-SPIN CANAL"""
3927,1,"3927 = ""3927: DIALYSIS ARTERIOVENOSTOM"""
3931,1,"3931 = ""3931: SUTURE OF ARTERY"""
3949,1,"3949 = ""3949: VASC PROC REVISION NEC"""
3956,1,"3956 = ""3956: REPAIR VESS W TIS PATCH"""
3979,1,"3979 = ""3979: OTHER ENDOVASCULAR REPAIR OF ANEURYSM (Begin 2000)"""
3997,1,"3997 = ""3997: OTHER PERFUSION"""
4021,1,"4021 = ""4021: EXCIS DEEP CERVICAL NODE"""
4102,1,"4102 = ""4102: ALO BONE MARROW TRNSPLNT (Begin 1988)"""
412,1,"0412 = ""0412: OPEN PERIPH NERVE BIOPSY"""
4191,1,"4191 = ""4191: DONOR MARROW ASPIRATION"""
4221,1,"4221 = ""4221: ESOPHAGOSCOPY BY INCIS"""
4233,1,"4233 = ""4233: ENDOSC DESTRUC ESOPH LES (Begin 1989)"""
4281,1,"4281 = ""4281: INSERT PERM TUBE ESOPHAG"""
4282,1,"4282 = ""4282: SUTURE ESOPHAGEAL LACER"""
437,1,"437  = ""437 : PART GASTREC W JEJ ANAST"""
4389,1,"4389 = ""4389: PARTIAL GASTRECTOMY NEC"""
4399,1,"4399 = ""4399: TOTAL GASTRECTOMY NEC"""
4401,1,"4401 = ""4401: TRUNCAL VAGOTOMY"""
4413,1,"4413 = ""4413: GASTROSCOPY NEC"""
4432,1,"4432 = ""4432: PERCUTANEOUS GASTROJEJUNOSTOMY (Begin 2001)"""
4438,1,"4438 = ""4438: LAP GASTROENTEROSTOMY (Begin 2004)"""
4439,1,"4439 = ""4439: GASTROENTEROSTOMY NEC"""
4442,1,"4442 = ""4442: SUTURE DUODEN ULCER SITE"""
4466,1,"4466 = ""4466: CREAT ESOPHAGASTR SPHINC"""
4574,1,"4574 = ""4574: TRANSVERSE COLON RESECT"""
4591,1,"4591 = ""4591: SM-TO-SM BOWEL ANASTOM"""
4652,1,"4652 = ""4652: LG BOWEL STOMA CLOSURE"""
4673,1,"4673 = ""4673: SMALL BOWEL SUTURE NEC"""
480,1,"0480 = ""0480: PERIPH NERVE INJECT NOS"""
5012,1,"5012 = ""5012: OPEN LIVER BIOPSY"""
5024,1,"5024 = ""5024: PERC ABLTN LIVER LES/TIS (Begin 2006)"""
5091,1,"5091 = ""5091: PERCUTAN LIVER ASPIRAT"""
5114,1,"5114 = ""5114: CLO ENDOSC BX BILE DUCT (Begin 1989)"""
5185,1,"5185 = ""5185: ENDOSC SPHINCTEROTOMY (Begin 1989)"""
5198,1,"5198 = ""5198: OTH PERC PROC BIL TRCT (Begin 1986)"""
5211,1,"5211 = ""5211: CLOSED PANCREATIC BIOPSY"""
5301,1,"5301 = ""5301: REPAIR DIRECT ING HERNIA"""
5304,1,"5304 = ""5304: IND ING HERNIA REP-GRAFT"""
5305,1,"5305 = ""5305: ING HERNIA REP-GRAFT NOS"""
531,1,"0531 = ""0531: ANESTH INJECT SYMP NERVE"""
5349,1,"5349 = ""5349: UMBIL HERNIA REPAIR NEC"""
5351,1,"5351 = ""5351: INCISIONAL HERNIA REPAIR"""
5361,1,"5361 = ""5361: INCIS HERNIA REPAIR-GRFT"""
540,1,"540  = ""540 : ABDOMINAL WALL INCISION"""
5421,1,"5421 = ""5421: LAPAROSCOPY"""
545,1,"545  = ""545 : PERITONEAL ADHESIOLYSIS (End 1996)"""
5495,1,"5495 = ""5495: PERITONEAL INCISION"""
5523,1,"5523 = ""5523: CLOSED RENAL BIOPSY"""
5531,1,"5531 = ""5531: RENAL LES MARSUPIALIZAT"""
554,1,"554  = ""554 : PARTIAL NEPHRECTOMY"""
5553,1,"5553 = ""5553: REJECTED KIDNEY NEPHRECT"""
570,1,"570  = ""570 : TU BLADDER CLEARANCE"""
5718,1,"5718 = ""5718: OTHER SUPRAPU CYSTOSTOMY (Begin 1989)"""
5749,1,"5749 = ""5749: TU DESTRUC BLADD LES NEC"""
5771,1,"5771 = ""5771: RADICAL CYSTECTOMY"""
5791,1,"5791 = ""5791: BLADDER SPHINCTEROTOMY"""
598,1,"598  = ""598 : URETERAL CATHETERIZATION"""
609,1,"0609 = ""0609: INCIS THYROID FIELD NEC"""
611,1,"0611 = ""0611: CLOSED THYROID GLAND BX"""
639,1,"0639 = ""0639: PART THYROIDECTOMY NEC"""
66,1,"0066 = ""0066: PTCA OR CORONARY ATHER (Begin 2005)"""
6816,1,"6816 = ""6816: CLOSED UTERINE BIOPSY (Begin 1987)"""
6901,1,"6901 = ""6901: D & C FOR PREG TERMINAT"""
6959,1,"6959 = ""6959: ASPIR CURETT UTERUS NEC"""
7050,1,"7050 = ""7050: CYSTOCEL/RECTOCEL REPAIR"""
711,1,"0711 = ""0711: CLOSED ADRENAL GLAND BX"""
7309,1,"7309 = ""7309: ARTIF RUPT MEMBRANES NEC"""
7641,1,"7641 = ""7641: TOT MANDIBULEC W RECONST"""
7643,1,"7643 = ""7643: MANDIBULAR RECONST NEC"""
7669,1,"7669 = ""7669: FACIAL BONE REPAIR NEC"""
7697,1,"7697 = ""7697: FACE FX"""
7745,1,"7745 = ""7745: FEMORAL BIOPSY"""
7747,1,"7747 = ""7747: TIBIA & FIBULA BIOPSY"""
7769,1,"7769 = ""7769: LOC EXC BONE LESION NEC"""
7852,1,"7852 = ""7852: INT FIXATION-HUMERUS"""
7855,1,"7855 = ""7855: INTERNAL FIXATION-FEMUR"""
7863,1,"7863 = ""7863: REMOV IMP DEV-RADIUS/ULN"""
7869,1,"7869 = ""7869: REMOVE IMPL DEVICE NEC"""
7904,1,"7904 = ""7904: CL FX REDUC-FINGER"""
7906,1,"7906 = ""7906: CL FX REDUC-TIBIA/FIBULA"""
7925,1,"7925 = ""7925: OPEN REDUCTION-FEMUR FX"""
7934,1,"7934 = ""7934: OPEN RED-INT FIX FINGER"""
7939,1,"7939 = ""7939: OPN FX RED W INT FIX NEC"""
8076,1,"8076 = ""8076: KNEE SYNOVECTOMY"""
8105,1,"8105 = ""8105: OTH DORSOLUM FUS (Begin 1989)"""
8180,1,"8180 = ""8180: TOTAL SHOULDER REPLACE (Begin 1989)"""
8192,1,"8192 = ""8192: INJECTION INTO JOINT"""
820,1,"0820 = ""0820: REMOVE EYELID LESION NOS"""
8201,1,"8201 = ""8201: EXPLOR TEND SHEATH-HAND"""
823,1,"0823 = ""0823: EXC MAJ LES LID PRT-THIC"""
8309,1,"8309 = ""8309: SOFT TISSUE INCISION NEC"""
832,1,"0832 = ""0832: PTOSIS REP-FRON MUS SLNG"""
8332,1,"8332 = ""8332: EXCIS LESION OF MUSCLE"""
8349,1,"8349 = ""8349: OTHER SOFT TISSUE EXCIS"""
8395,1,"8395 = ""8395: SOFT TISSUE ASPIRAT NEC"""
8411,1,"8411 = ""8411: TOE AMPUTATION"""
8415,1,"8415 = ""8415: BELOW KNEE AMPUTAT NEC"""
8417,1,"8417 = ""8417: ABOVE KNEE AMPUTATION"""
844,1,"0844 = ""0844: LID RECONS ENTROPION REP"""
8511,1,"8511 = ""8511: CLOSED BREAST BX"""
8584,1,"8584 = ""8584: BREAST PEDICLE GRAFT"""
861,1,"0861 = ""0861: LID RECONST W SKIN GRAFT"""
8623,1,"8623 = ""8623: NAIL REMOVAL"""
8624,1,"8624 = ""8624: SKIN CHEMOSURGERY"""
8689,1,"8689 = ""8689: SKIN REPAIR & PLASTY NEC"""
8691,1,"8691 = ""8691: SKIN EXCISION FOR GRAFT"""
8704,1,"8704 = ""8704: HEAD TOMOGRAPHY NEC"""
8715,1,"8715 = ""8715: CONTRAST X-RAY OF SINUS"""
8749,1,"8749 = ""8749: CHEST X-RAY NEC"""
8751,1,"8751 = ""8751: PERC HEPAT CHOLANGIOGRAM"""
8769,1,"8769 = ""8769: DIGESTIVE TRACT XRAY NEC"""
8773,1,"8773 = ""8773: INTRAVENOUS PYELOGRAM"""
8774,1,"8774 = ""8774: RETROGRADE PYELOGRAM"""
8811,1,"8811 = ""8811: PELVIC DYE CONTRAST XRAY"""
8842,1,"8842 = ""8842: CONTRAST AORTOGRAM"""
8849,1,"8849 = ""8849: CONTRAST ARTERIOGRAM NEC"""
8856,1,"8856 = ""8856: CORONAR ARTERIOGR-2 CATH"""
8857,1,"8857 = ""8857: CORONARY ARTERIOGRAM NEC"""
8867,1,"8867 = ""8867: CONTRAST PHLEBOGRAM NEC"""
8879,1,"8879 = ""8879: DX ULTRASOUND NEC"""
8895,1,"8895 = ""8895: MRI PELVIS;PROSTATE;BLAD (Begin 1986)"""
8903,1,"8903 = ""8903: COMPREHEN INTERVIEW/EVAL"""
8941,1,"8941 = ""8941: TREADMILL STRESS TEST"""
8959,1,"8959 = ""8959: NONOP CARDIAC/VASC EXAM"""
8961,1,"8961 = ""8961: ARTERIAL PRESSURE MONIT"""
8962,1,"8962 = ""8962: CVP MONITORING"""
8964,1,"8964 = ""8964: PULMON ART WEDGE MONITOR"""
899,1,"0899 = ""0899: EYELID OPERATION NEC"""
912,1,"0912 = ""0912: LACRIMAL SAC BIOPSY"""
9202,1,"9202 = ""9202: LIVER SCAN/ISOTOPE FUNCT"""
9204,1,"9204 = ""9204: GI SCAN & ISOTOPE FUNCT"""
9220,1,"9220 = ""9220: INF LIQUID BRACHY ISOTOP (Begin 2005)"""
9230,1,"9230 = ""9230: STEREOTACTIC RADIOSURG NOS (Begin 1998)"""
9338,1,"9338 = ""9338: COMBINED PT NOS"""
9344,1,"9344 = ""9344: OTHER SKELETAL TRACTION"""
9391,1,"9391 = ""9391: IPPB"""
9438,1,"9438 = ""9438: SUPPOR VERBAL PSYCHOTHER"""
9465,1,"9465 = ""9465: DRUG DETOXIFICATION (Begin 1989)"""
951,1,"0951 = ""0951: LAC PUNCTUM INCISION"""
9525,1,"9525 = ""9525: ELECTROMYOGRAM OF EYE"""
959,1,"0959 = ""0959: LACRIM PASSAGE INCIS NEC"""
96,1,"096  = ""096 : LACRIM SAC/PASSAGE EXCIS"""
9737,1,"9737 = ""9737: REMOVE TRACHEOSTOMY TUBE"""
9821,1,"9821 = ""9821: REMOVAL SUPERFIC FB EYE"""
9903,1,"9903 = ""9903: WHOLE BLOOD TRANSFUS NEC"""
9917,1,"9917 = ""9917: INJECT INSULIN"""
9922,1,"9922 = ""9922: INJECT ANTI-INFECT NEC"""
9961,1,"9961 = ""9961: ATRIAL CARDIOVERSION"""
9974,1,"9974 = ""9974: THERAPEU PLATELTPHERESIS (Begin 1988)"""
9979,1,"9979 = ""9979: OTHER THERAPEU APHERESIS (Begin 1988)"""
9999,1,"9999 = ""9999: NON-OP PROCEDURE NEC"""
