,x,
57510,2,"57510 = ""57510: CHOLECYSTITIS NOS (Begin 1996)"""
5781,2,"5781  = ""5781 : MELENA"""
5939,2,"5939  = ""5939 : RENAL & URETERAL DIS NOS"""
5950,2,"5950  = ""5950 : ACUTE CYSTITIS"""
5959,2,"5959  = ""5959 : CYSTITIS NOS"""
6184,2,"6184  = ""6184 : UTERVAGINAL PROLAPSE NOS"""
6262,2,"6262  = ""6262 : EXCESSIVE MENSTRUATION"""
69282,2,"69282 = ""69282: OTH RADIATION DERMATITIS (Begin 1992)"""
7092,2,"7092  = ""7092 : SCAR & FIBROSIS OF SKIN"""
7211,2,"7211  = ""7211 : CERV SPONDYL W MYELOPATH"""
7213,2,"7213  = ""7213 : LUMBOSACRAL SPONDYLOSIS"""
72210,2,"72210 = ""72210: LUMBAR DISC DISPLACEMENT"""
7231,2,"7231  = ""7231 : CERVICALGIA"""
72888,2,"72888 = ""72888: RHABDOMYOLYSIS (Begin 2003)"""
72989,2,"72989 = ""72989: MUSCSKEL SYMPT LIMB NEC"""
7331,2,"7331  = ""7331 : PATHOLOGICAL FRACTURE (End 1993)"""
73311,2,"73311 = ""73311: PATH FX-HUMERUS (Begin 1993)"""
73390,2,"73390 = ""73390: BONE & CARTILAGE DIS NOS"""
73819,2,"73819 = ""73819: OTH ACQ HEAD DEFORM (Begin 1992)"""
7807,2,"7807  = ""7807 : MALAISE AND FATIGUE (End 1998)"""
7823,2,"7823  = ""7823 : EDEMA"""
7833,2,"7833  = ""7833 : FEEDING PROBLEM"""
7842,2,"7842  = ""7842 : SWELLING IN HEAD & NECK"""
78559,2,"78559 = ""78559: SHOCK W/O TRAUMA NEC"""
7856,2,"7856  = ""7856 : ENLARGEMENT LYMPH NODES"""
78720,2,"78720 = ""78720: DYSPHAGIA NOS (Begin 2007)"""
79092,2,"79092 = ""79092: ABN COAGULATION PROFILE (Begin 1993)"""
799,2,"0799  = ""0799 : VIRAL INFECTION NOS (End 1993)"""
7993,2,"7993  = ""7993 : DEBILITY NOS"""
7999,2,"07999 = ""07999: VIRAL INFECTION NOS (Begin 1993)"""
8024,2,"8024  = ""8024 : FX MALAR/MAXILLARY-CLOSE"""
8028,2,"8028  = ""8028 : FX FACIAL BONE NEC-CLOSE"""
88,2,"0088  = ""0088 : VIRAL ENTERITIS NOS"""
9631,2,#N/A
96509,2,#N/A
9658,2,#N/A
99601,2,#N/A
9962,2,#N/A
99659,2,#N/A
9966,2,#N/A
99663,2,#N/A
99679,2,#N/A
99681,2,#N/A
9970,2,#N/A
99702,2,#N/A
99791,2,#N/A
9982,2,#N/A
9983,2,#N/A
99883,2,#N/A
V573 ,2,#N/A
V605 ,2,#N/A
V665 ,2,#N/A
V667 ,2,#N/A
V7189,2,#N/A
101,1,"101   = ""101  : VINCENT-S ANGINA"""
1122,1,"01122 = ""01122: TB LUNG CAVITY-EXAM UNKN"""
1190,1,"01190 = ""01190: PULMONARY TB NOS-UNSPEC"""
1307,1,"1307  = ""1307 : TOXOPLASMOSIS SITE NEC"""
1340,1,"01340 = ""01340: TUBRCLMA SP CORD-UNSPEC"""
1401,1,"01401 = ""01401: TB PERITONITIS-NO EXAM"""
1414,1,"1414  = ""1414 : MAL NEO ANT 2/3 TONGUE"""
1419,1,"1419  = ""1419 : MALIG NEO TONGUE NOS"""
1429,1,"1429  = ""1429 : MAL NEO SALIVARY NOS"""
1431,1,"1431  = ""1431 : MALIG NEO LOWER GUM"""
1439,1,"1439  = ""1439 : MALIG NEO GUM NOS"""
1461,1,"1461  = ""1461 : MAL NEO TONSILLAR FOSSA"""
1466,1,"1466  = ""1466 : MAL NEO LAT OROPHARYNX"""
1468,1,"1468  = ""1468 : MAL NEO OROPHARYNX NEC"""
1469,1,"1469  = ""1469 : MALIG NEO OROPHARYNX NOS"""
1470,1,"1470  = ""1470 : MAL NEO SUPER NASOPHARYN"""
1488,1,"1488  = ""1488 : MAL NEO HYPOPHARYNX NEC"""
1512,1,"01512 = ""01512: TB OF HIP-EXAM UNKN"""
1532,1,"1532  = ""1532 : MAL NEO DESCEND COLON"""
1533,1,"1533  = ""1533 : MAL NEO SIGMOID COLON"""
1534,1,"1534  = ""1534 : MALIGNANT NEOPLASM CECUM"""
1536,1,"1536  = ""1536 : MALIG NEO ASCEND COLON"""
1540,1,"1540  = ""1540 : MAL NEO RECTOSIGMOID JCT"""
1551,1,"01551 = ""01551: TB LIMB BONES-NO EXAM"""
1561,1,"01561 = ""01561: TB OF MASTOID-NO EXAM"""
1580,1,"01580 = ""01580: TB OF JOINT NEC-UNSPEC"""
1610,1,"01610 = ""01610: TB OF BLADDER-UNSPEC"""
1701,1,"01701 = ""01701: TB SKIN/SUBCUT-NO EXAM"""
1715,1,"01715 = ""01715: ERYTHEM NOD TB-HISTO DX"""
1737,1,"1737  = ""1737 : MALIG NEO SKIN LEG"""
1740,1,"01740 = ""01740: TB OF EAR-UNSPEC"""
1745,1,"01745 = ""01745: TB OF EAR-HISTO DX"""
1748,1,"1748  = ""1748 : MALIGN NEOPL BREAST NEC"""
1882,1,"01882 = ""01882: MILIARY TB NEC-EXAM UNKN"""
1889,1,"1889  = ""1889 : MALIG NEO BLADDER NOS"""
1890,1,"01890 = ""01890: MILIARY TB NOS-UNSPEC"""
1900,1,"1900  = ""1900 : MALIGN NEOPL EYEBALL"""
1907,1,"1907  = ""1907 : MAL NEO LACRIMAL DUCT"""
1909,1,"1909  = ""1909 : MALIGN NEOPL EYE NOS"""
1916,1,"1916  = ""1916 : MAL NEO CEREBELLUM NOS"""
1920,1,"1920  = ""1920 : MAL NEO CRANIAL NERVES"""
1922,1,"1922  = ""1922 : MAL NEO SPINAL CORD"""
1928,1,"1928  = ""1928 : MAL NEO NERVOUS SYST NEC"""
1929,1,"1929  = ""1929 : MAL NEO NERVOUS SYST NOS"""
193,1,"193   = ""193  : MALIGN NEOPL THYROID"""
1952,1,"1952  = ""1952 : MALIG NEO ABDOMEN"""
1961,1,"1961  = ""1961 : MAL NEO LYMPH-INTRATHOR"""
1963,1,"1963  = ""1963 : MAL NEO LYMPH-AXILLA/ARM"""
1969,1,"1969  = ""1969 : MAL NEO LYMPH NODE NOS"""
1971,1,"1971  = ""1971 : SEC MAL NEO MEDIASTINUM"""
1987,1,"1987  = ""1987 : SECOND MALIG NEO ADRENAL"""
1991,1,"1991  = ""1991 : MALIGNANT NEOPLASM NOS"""
20191,1,"20191 = ""20191: HODGKINS DIS NOS HEAD"""
20281,1,"20281 = ""20281: LYMPHOMAS NEC HEAD"""
2041,1,"2041  = ""2041 : CHR LYMPHOID LEUKEMIA (Begin 1980"
20410,1,"20410 = ""20410: CHR LYM LEUK W/O RMSION (Begin 1991)"""
2050,1,"2050  = ""2050 : ACUTE MYELOID LEUKEMIA (Begin 1980"
20500,1,"20500 = ""20500: ACT MYL LEUK W/O RMSION (Begin 1991)"""
20600,1,"20600 = ""20600: ACT MONO LEUK W/O RMSION (Begin 1991)"""
20800,1,"20800 = ""20800: ACT LEUK UNS CL W/O RMSN (Begin 1991)"""
2113,1,"2113  = ""2113 : BENIGN NEOPLASM LG BOWEL"""
2130,1,"2130  = ""2130 : BEN NEO SKULL/FACE BONE"""
2154,1,"2154  = ""2154 : BEN NEO SOFT TIS THORAX"""
2180,1,"2180  = ""2180 : SUBMUCOUS LEIOMYOMA"""
220,1,"0220  = ""0220 : CUTANEOUS ANTHRAX"""
2250,1,"2250  = ""2250 : BENIGN NEOPLASM BRAIN"""
2251,1,"2251  = ""2251 : BENIGN NEO CRANIAL NERVE"""
2252,1,"2252  = ""2252 : BEN NEO CEREBR MENINGES"""
22809,1,"22809 = ""22809: HEMANGIOMA NEC"""
2300,1,"2300  = ""2300 : CA IN SITU ORAL CAV/PHAR"""
2357,1,"2357  = ""2357 : UNC BEHAV NEO LUNG"""
2375,1,"2375  = ""2375 : UNC BEH NEO BRAIN/SPINAL"""
2409,1,"2409  = ""2409 : GOITER NOS"""
24200,1,"24200 = ""24200: TOX DIF GOITER NO CRISIS"""
2451,1,"2451  = ""2451 : SUBACUTE THYROIDITIS"""
25000,1,"25000 = ""25000: DIABETES UNCOMPL TYPE II"""
25011,1,"25011 = ""25011: DIAB KETOACIDOSIS TYPE I"""
25032,1,"25032 = ""25032: DIAB COMA NEC TYP II DM UNCONT (Begin 1993)"""
25033,1,"25033 = ""25033: DIAB COMA NEC TYPE I DM UNCONT (Begin 1993)"""
25060,1,"25060 = ""25060: DIAB NEURO MANIF TYPE II"""
25081,1,"25081 = ""25081: DIAB W MANIF NEC TYPE I"""
25090,1,"25090 = ""25090: DIAB W COMPL NOS TYPE II"""
2518,1,"2518  = ""2518 : PANCREATIC DISORDER NEC"""
2532,1,"2532  = ""2532 : PANHYPOPITUITARISM"""
2535,1,"2535  = ""2535 : DIABETES INSIPIDUS"""
2581,1,"2581  = ""2581 : COMB ENDOCR DYSFUNCT NEC"""
2592,1,"2592  = ""2592 : CARCINOID SYNDROME"""
261,1,"0261  = ""0261 : STREPTOBACILLARY FEVER"""
2662,1,"2662  = ""2662 : B-COMPLEX DEFIC NEC"""
2749,1,"2749  = ""2749 : GOUT NOS"""
2762,1,"2762  = ""2762 : ACIDOSIS"""
2767,1,"2767  = ""2767 : HYPERPOTASSEMIA"""
2819,1,"2819  = ""2819 : DEFICIENCY ANEMIA NOS"""
2830,1,"2830  = ""2830 : AUTOIMMUN HEMOLYTIC ANEM"""
2858,1,"2858  = ""2858 : ANEMIA NEC"""
2866,1,"2866  = ""2866 : DEFIBRINATION SYNDROME"""
2873,1,"2873  = ""2873 : PRIMARY THROMBOCYTOPENIA (End 2005)"""
2888,1,"2888  = ""2888 : WBC DISEASE NEC"""
2899,1,"2899  = ""2899 : BLOOD DISEASE NOS"""
29040,1,"29040 = ""29040: ARTERIOSCLER DEMENT NOS"""
29041,1,"29041 = ""29041: ARTERIOSCLER DELIRIUM"""
29212,1,"29212 = ""29212: DRUG HALLUCINOSIS"""
29381,1,"29381 = ""29381: ORGANIC DELUSIONAL SYND"""
2949,1,"2949  = ""2949 : ORGANIC BRAIN SYND NOS"""
29534,1,"29534 = ""29534: PARAN SCHIZO-CHREXACERB"""
29570,1,"29570 = ""29570: SCHIZOAFFECTIVE-UNSPEC"""
29592,1,"29592 = ""29592: SCHIZOPHRENIA NOS-CHR"""
29600,1,"29600 = ""29600: MANIC DISORDER-UNSPEC"""
29620,1,"29620 = ""29620: DEPRESS PSYCHOSIS-UNSPEC"""
29622,1,"29622 = ""29622: DEPRESSIVE PSYCHOSIS-MOD"""
29623,1,"29623 = ""29623: DEPRESS PSYCHOSIS-SEVERE"""
29633,1,"29633 = ""29633: RECUR DEPR PSYCH-SEVERE"""
29640,1,"29640 = ""29640: BIPOL AFF/ MANIC-UNSPEC"""
29642,1,"29642 = ""29642: BIPOLAR AFFEC/ MANIC-MOD"""
29660,1,"29660 = ""29660: BIPOL AFF/ MIXED-UNSPEC"""
2967,1,"2967  = ""2967 : BIPOLAR AFFECTIVE NOS"""
2979,1,"2979  = ""2979 : PARANOID STATE NOS"""
2981,1,"2981  = ""2981 : EXCITATIV TYPE PSYCHOSIS"""
30,1,"0030  = ""0030 : SALMONELLA ENTERITIS"""
30390,1,"30390 = ""30390: ALCOH DEP NECNOS-UNSPEC"""
30391,1,"30391 = ""30391: ALCOH DEP NECNOS-CONTIN"""
30411,1,"30411 = ""30411: BARBITURAT DEPEND-CONTIN"""
3079,1,"3079  = ""3079 : SPECIAL SYMPTOM NECNOS"""
3083,1,"3083  = ""3083 : ACUTE STRESS REACT NEC"""
3099,1,"3099  = ""3099 : ADJUSTMENT REACTION NOS"""
310,1,"0310  = ""0310 : PULMONARY MYCOBACTERIA"""
3102,1,"3102  = ""3102 : POSTCONCUSSION SYNDROME"""
3109,1,"3109  = ""3109 : NONPSYCHOT BRAIN SYN NOS"""
3208,1,"3208  = ""3208 : BACTERIAL MENINGITIS NEC (Begin 1980"
3220,1,"3220  = ""3220 : NONPYOGENIC MENINGITIS"""
3239,1,"3239  = ""3239 : ENCEPHALITIS NOS"""
325,1,"325   = ""325  : PHLEBITIS INTRCRAN SINUS"""
3369,1,"3369  = ""3369 : SPINAL CORD DISEASE NOS"""
33818,1,"33818 = ""33818: ACUTE POSTOP PAIN NEC (Begin 2006)"""
340,1,"0340  = ""0340 : STREP SORE THROAT"""
3441,1,"3441  = ""3441 : PARAPLEGIA NOS"""
3449,1,"3449  = ""3449 : PARALYSIS NOS"""
3453,1,"3453  = ""3453 : GRAND MAL STATUS"""
3455,1,"3455  = ""3455 : PARTIAL EPILEPSY NEC (Begin 1980"
34550,1,"34550 = ""34550: PART EPIL W/O INTR EPIL (Begin 1989)"""
34591,1,"34591 = ""34591: EPILEPSY NOS W INTR EPIL (Begin 1989)"""
34680,1,"34680 = ""34680: MIGR NEC-NOT INTR (Begin 1992)"""
3481,1,"3481  = ""3481 : ANOXIC BRAIN DAMAGE"""
34830,1,"34830 = ""34830: ENCEPHALOPATHY- UNSPECIFIED (Begin 2003)"""
34831,1,"34831 = ""34831: METABOLIC ENCEPHALOPATHY (Begin 2003)"""
3485,1,"3485  = ""3485 : CEREBRAL EDEMA"""
3489,1,"3489  = ""3489 : BRAIN CONDITION NOS"""
35,1,"035   = ""035  : ERYSIPELAS"""
3501,1,"3501  = ""3501 : TRIGEMINAL NEURALGIA"""
3502,1,"3502  = ""3502 : ATYPICAL FACE PAIN"""
3519,1,"3519  = ""3519 : FACIAL NERVE DIS NOS"""
3529,1,"3529  = ""3529 : CRANIAL NERVE DIS NOS"""
3543,1,"3543  = ""3543 : RADIAL NERVE LESION"""
3570,1,"3570  = ""3570 : AC INFECT POLYNEURITIS"""
3577,1,"3577  = ""3577 : NEURPTHY TOXIC AGENT NEC"""
3594,1,"3594  = ""3594 : TOXIC MYOPATHY"""
36816,1,"36816 = ""36816: PSYCHOPHYSIC VISUAL DIST"""
3682,1,"03682 = ""03682: MENINGOCOCC ARTHROPATHY"""
3688,1,"3688  = ""3688 : VISUAL DISTURBANCES NEC"""
37000,1,"37000 = ""37000: CORNEAL ULCER NOS"""
37034,1,"37034 = ""37034: EXPSURE KERATOCONJUNCTIV"""
37123,1,"37123 = ""37123: BULLOUS KERATOPATHY"""
37300,1,"37300 = ""37300: BLEPHARITIS NOS"""
37414,1,"37414 = ""37414: CICATRICIAL ECTROPION"""
37430,1,"37430 = ""37430: PTOSIS OF EYELID NOS"""
37610,1,"37610 = ""37610: CHR INFLAM NOS- ORBIT"""
37630,1,"37630 = ""37630: EXOPHTHALMOS NOS"""
37632,1,"37632 = ""37632: ORBITAL HEMORRHAGE"""
37851,1,"37851 = ""37851: PARTIAL THIRD NERV PALSY"""
37923,1,"37923 = ""37923: VITREOUS HEMORRHAGE"""
37950,1,"37950 = ""37950: NYSTAGMUS NOS"""
37992,1,"37992 = ""37992: SWELLING OR MASS OF EYE"""
38010,1,"38010 = ""38010: INFEC OTITIS EXTERNA NOS"""
38014,1,"38014 = ""38014: MALIGNANT OTITIS EXTERNA"""
38100,1,"38100 = ""38100: AC NONSUP OTITIS MED NOS"""
38110,1,"38110 = ""38110: CHR SEROUS OM SIMP/NOS"""
3812,1,"03812 = ""03812: MRSA SEPTICEMIA (Begin 2008)"""
382,1,"0382  = ""0382 : PNEUMOCOCCAL SEPTICEMIA"""
3878,1,"3878  = ""3878 : OTOSCLEROSIS NEC"""
3960,1,"3960  = ""3960 : MITRAL/AORTIC STENOSIS"""
40391,1,"40391 = ""40391: HYP RENAL NOS W REN FAIL (Begin 1989)"""
40412,1,"40412 = ""40412: BEN HY HT/REN W REN FAIL (Begin 1989)"""
40491,1,"40491 = ""40491: HYPER HRT/REN NOS W CHF (Begin 1989)"""
4082,1,"04082 = ""04082: TOXIC SHOCK SYNDROME (Begin 2002)"""
41031,1,"41031 = ""41031: AMI INFEROPOST- INITIAL (Begin 1989)"""
4107,1,"4107  = ""4107 : SUBENDOCARDIAL INFARCT (Begin 1980"
4139,1,"4139  = ""4139 : ANGINA PECTORIS NEC/NOS"""
41511,1,"41511 = ""41511: IATROGENIC PULM EMBOL INFARCT (Begin 1995)"""
4184,1,"04184 = ""04184: OTHER ANAEROBES (Begin 1992)"""
42090,1,"42090 = ""42090: ACUTE PERICARDITIS NOS"""
42613,1,"42613 = ""42613: AV BLOCK-2ND DEGREE NEC"""
42741,1,"42741 = ""42741: VENTRICULAR FIBRILLATION"""
42769,1,"42769 = ""42769: PREMATURE BEATS NEC"""
4281,1,"4281  = ""4281 : LEFT HEART FAILURE"""
42830,1,"42830 = ""42830: UNSPECIFIED DIASTOLIC HEART FAILURE (Begin 2002)"""
42979,1,"42979 = ""42979: OTHER SEQUELAE OF MI NEC (Begin 1989)"""
4329,1,"4329  = ""4329 : INTRACRANIAL HEMORR NOS"""
4331,1,"4331  = ""4331 : CAROTID ARTERY OCCLUSION (End 1993)"""
43310,1,"43310 = ""43310: CAROTID ART OCCLUS W/O INFARCT (Begin 1993)"""
43400,1,"43400 = ""43400: CEREB THROMBOSIS W/O INFARCT (Begin 1993)"""
4371,1,"4371  = ""4371 : AC CEREBROVASC INSUF NOS"""
4372,1,"4372  = ""4372 : HYPERTENS ENCEPHALOPATHY"""
4377,1,"4377  = ""4377 : TRANSIENT GLOBAL AMNESIA (Begin 1992)"""
4379,1,"4379  = ""4379 : CEREBROVASC DISEASE NOS"""
43820,1,"43820 = ""43820: LATE EFF CVD HEMIPLEG NOS (Begin 1997)"""
4402,1,"4402  = ""4402 : ATHEROSCLEROS-EXTREMITY (Begin 1980"
4413,1,"4413  = ""4413 : RUPT ABD AORTIC ANEURYSM"""
44481,1,"44481 = ""44481: ILIAC ARTERY EMBOLISM"""
45340,1,"45340 = ""45340: DVT/EMBLSM LOWER EXT NOS (Begin 2004)"""
4552,1,"4552  = ""4552 : INT HEMRRHOID W COMP NEC"""
4571,1,"4571  = ""4571 : OTHER LYMPHEDEMA"""
4592,1,"04592 = ""04592: AC POLIO NOS-TYPE 2"""
4611,1,"04611 = ""04611: VARNT CREUTZFELDT-JAKOB (Begin 2008)"""
46410,1,"46410 = ""46410: AC TRACHEITIS NO OBSTRUC"""
4659,1,"4659  = ""4659 : ACUTE URI NOS"""
46611,1,"46611 = ""46611: RSV BRONCHIOLITIS (Begin 1996)"""
4710,1,"4710  = ""4710 : POLYP OF NASAL CAVITY"""
4719,1,"4719  = ""4719 : NASAL POLYP NOS"""
478,1,"0478  = ""0478 : VIRAL MENINGITIS NEC"""
47819,1,"47819 = ""47819: NASAL & SINUS DIS NEC (Begin 2006)"""
47820,1,"47820 = ""47820: DISEASE OF PHARYNX NOS"""
47824,1,"47824 = ""47824: RETROPHARYNGEAL ABSCESS"""
47829,1,"47829 = ""47829: DISEASE OF PHARYNX NEC"""
4786,1,"4786  = ""4786 : EDEMA OF LARYNX"""
4820,1,"4820  = ""4820 : K. PNEUMONIAE PNEUMONIA"""
48232,1,"48232 = ""48232: GRP B STREP PNEUMONIA (Begin 1992)"""
49322,1,"49322 = ""49322: CH OB ASTHMA W/ACUTE EXACERBATION (Begin 2000)"""
49390,1,"49390 = ""49390: ASTHMA W/O STATUS ASTHM"""
496,1,"496   = ""496  : CHR AIRWAY OBSTRUCT NEC"""
500,1,"0500  = ""0500 : VARIOLA MAJOR"""
5100,1,"5100  = ""5100 : EMPYEMA WITH FISTULA"""
514,1,"514   = ""514  : PULM CONGEST/HYPOSTASIS"""
5180,1,"5180  = ""5180 : PULMONARY COLLAPSE"""
5183,1,"5183  = ""5183 : PULMONARY EOSINOPHILIA"""
51882,1,"51882 = ""51882: OTHER PULMONARY INSUFF (Begin 1987)"""
51883,1,"51883 = ""51883: CHR RESP FAILURE (Begin 1998)"""
5190,1,"5190  = ""5190 : TRACHEOSTOMY COMPLIC (End 1998)"""
51909,1,"51909 = ""51909: TRACHEOST COMPL OTH (Begin 1998)"""
5191,1,"5191  = ""5191 : TRACHEA/BRONCHUS DIS NEC"""
5210,1,"5210  = ""5210 : DENTAL CARIES (End 2001)"""
5224,1,"5224  = ""5224 : AC APICAL PERIODONTITIS"""
5225,1,"5225  = ""5225 : PERIAPICAL ABSCESS"""
5233,1,"5233  = ""5233 : ACUTE PERIODONTITIS"""
52802,1,"52802 = ""52802: MUCOSITIS D/T DRUGS NEC (Begin 2006)"""
5282,1,"5282  = ""5282 : ORAL APHTHAE"""
5289,1,"5289  = ""5289 : ORAL SOFT TISSUE DIS NEC"""
529,1,"0529  = ""0529 : VARICELLA UNCOMPLICATED"""
53011,1,"53011 = ""53011: REFLUX ESOPHAGITIS (Begin 1993)"""
53019,1,"53019 = ""53019: OTH ESOPHAGITIS (Begin 1993)"""
5302,1,"5302  = ""5302 : ULCER OF ESOPHAGUS (End 2003)"""
5306,1,"5306  = ""5306 : ACQ ESOPHAG DIVERTICULUM"""
53081,1,"53081 = ""53081: ESOPHAGEAL REFLUX (Begin 1993)"""
53084,1,"53084 = ""53084: TRACHEOESOPHAGEAL FISTULA (Begin 1993)"""
53100,1,"53100 = ""53100: AC STOMACH ULCER W HEM"""
5311,1,"05311 = ""05311: GENICULATE HERPES ZOSTER"""
53190,1,"53190 = ""53190: STOMACH ULCER NOS"""
53250,1,"53250 = ""53250: CHR DUODEN ULCER W PERF"""
53290,1,"53290 = ""53290: DUODENAL ULCER NOS"""
53330,1,"53330 = ""53330: ACUTE PEPTIC ULCER NOS"""
53500,1,"53500 = ""53500: ACUTE GASTRTIS W/O HMRHG (Begin 1991)"""
53540,1,"53540 = ""53540: OTH SPF GSTRT W/O HMRHG (Begin 1991)"""
53550,1,"53550 = ""53550: GSTR/DDNTS NOS W/O HMRHG (Begin 1991)"""
53551,1,"53551 = ""53551: GSTR/DDNTS NOS W HMRHG (Begin 1991)"""
53783,1,"53783 = ""53783: ANGIO STM/DUDN W HMRHG (Begin 1991)"""
53789,1,"53789 = ""53789: GASTRODUODENAL DIS NEC"""
5400,1,"5400  = ""5400 : AC APPEND W PERITONITIS"""
5409,1,"5409  = ""5409 : ACUTE APPENDICITIS NOS"""
542,1,"0542  = ""0542 : HERPETIC GINGIVOSTOMAT"""
55010,1,"55010 = ""55010: UNILAT ING HERNIA W OBST"""
55100,1,"55100 = ""55100: UNIL FEMORAL HERN W GANG"""
5521,1,"5521  = ""5521 : UMBILICAL HERNIA W OBSTR"""
55220,1,"55220 = ""55220: OBSTR VENTRAL HERNIA NOS"""
55221,1,"55221 = ""55221: OBSTR INCISIONAL HERNIA"""
5523,1,"5523  = ""5523 : DIAPHRAGM HERNIA W OBSTR"""
55321,1,"55321 = ""55321: INCISIONAL HERNIA"""
55329,1,"55329 = ""55329: VENTRAL HERNIA NEC"""
5533,1,"5533  = ""5533 : DIAPHRAGMATIC HERNIA"""
5562,1,"5562  = ""5562 : ULCERATIVE PROCTITIS (Begin 1994)"""
5570,1,"5570  = ""5570 : AC VASC INSUFF INTESTINE"""
5581,1,"5581  = ""5581 : RADIATION GASTROENTERIT"""
5582,1,"5582  = ""5582 : TOXIC GASTROENTERITIS"""
56210,1,"56210 = ""56210: DVRTCLO COLON (W/O HMRHG) (Begin 1980)"""
5641,1,"5641  = ""5641 : IRRITABLE COLON"""
5651,1,"5651  = ""5651 : ANAL FISTULA"""
56723,1,"56723 = ""56723: SPONTAN BACT PERITONITIS (Begin 2005)"""
56881,1,"56881 = ""56881: HEMOPERITONEUM"""
56982,1,"56982 = ""56982: ULCERATION OF INTESTINE"""
56989,1,"56989 = ""56989: INTESTINAL DISORDERS NEC"""
5738,1,"5738  = ""5738 : LIVER DISORDERS NEC"""
57450,1,"57450 = ""57450: CHOLEDOCHOLITHIASIS NOS"""
5751,1,"5751  = ""5751 : CHOLECYSTITIS NEC (End 1996)"""
5859,1,"5859  = ""5859 : CHRONIC KIDNEY DIS NOS (Begin 2005)"""
5997,1,"5997  = ""5997 : HEMATURIA (end 2008)"""
6000,1,"6000  = ""6000 : HYPERTROPHY (BENIGN) OF PROSTATE (Begin 2000"
60001,1,"60001 = ""60001: HYPERTROPHY (BENIGN) OF PROSTATE WITH URINARY (Begin 2003)"""
6110,1,"6110  = ""6110 : INFLAM DISEASE OF BREAST"""
6170,1,"6170  = ""6170 : UTERINE ENDOMETRIOSIS"""
6180,1,"6180  = ""6180 : PROLAPSE OF VAGINAL WALL (End 2004)"""
63512,1,"63512 = ""63512: LEGAL ABOR W HEMORR-COMP"""
64201,1,"64201 = ""64201: ESSEN HYPERTEN-DELIVERED"""
68110,1,"68110 = ""68110: CELLULITIS- TOE NOS"""
68111,1,"68111 = ""68111: ONYCHIA OF TOE"""
6823,1,"6823  = ""6823 : CELLULITIS OF ARM"""
6824,1,"6824  = ""6824 : CELLULITIS OF HAND"""
6869,1,"6869  = ""6869 : LOCAL SKIN INFECTION NOS"""
6924,1,"6924  = ""6924 : CHEMICAL DERMATITIS NEC"""
6930,1,"6930  = ""6930 : DRUG DERMATITIS NOS"""
6948,1,"6948  = ""6948 : BULLOUS DERMATOSES NEC"""
69589,1,"69589 = ""69589: ERYTHEMATOUS COND NEC"""
6984,1,"6984  = ""6984 : DERMATITIS FACTITIA"""
7048,1,"7048  = ""7048 : HAIR DISEASES NEC"""
7062,1,"7062  = ""7062 : SEBACEOUS CYST"""
70703,1,"70703 = ""70703: DECUBITUS ULCER"
70719,1,"70719 = ""70719: ULCER OF OTHER PART OF LOWER LIMB (Begin 2000)"""
7078,1,"7078  = ""7078 : CHRONIC SKIN ULCER NEC"""
7080,1,"7080  = ""7080 : ALLERGIC URTICARIA"""
709,1,"0709  = ""0709 : VIRAL HEPAT NOS W/O COMA"""
7140,1,"7140  = ""7140 : RHEUMATOID ARTHRITIS"""
71531,1,"71531 = ""71531: LOC OSTEOARTH NOS-SHLDER"""
71535,1,"71535 = ""71535: LOC OSTEOARTH NOS-PELVIS"""
71536,1,"71536 = ""71536: LOC OSTEOARTH NOS-L/LEG"""
71595,1,"71595 = ""71595: OSTEOARTHROS NOS-PELVIS"""
71926,1,"71926 = ""71926: VILLONOD SYNOVIT-L/LEG"""
71961,1,"71961 = ""71961: JOINT SYMPTOM NEC-SHLDER"""
7202,1,"7202  = ""7202 : SACROILIITIS NEC"""
7212,1,"7212  = ""7212 : THORACIC SPONDYLOSIS"""
7220,1,"7220  = ""7220 : CERVICAL DISC DISPLACMNT"""
7224,1,"7224  = ""7224 : CERVICAL DISC DEGEN"""
72271,1,"72271 = ""72271: CERV DISC DIS W MYELOPAT"""
72402,1,"72402 = ""72402: SPINAL STENOSIS-LUMBAR"""
7242,1,"7242  = ""7242 : LUMBAGO"""
7245,1,"7245  = ""7245 : BACKACHE NOS"""
72705,1,"72705 = ""72705: TENOSYNOV HAND/WRIST NEC"""
7291,1,"7291  = ""7291 : MYALGIA AND MYOSITIS NOS"""
7295,1,"7295  = ""7295 : PAIN IN LIMB"""
73008,1,"73008 = ""73008: AC OSTEOMYELITIS NEC"""
73027,1,"73027 = ""73027: OSTEOMYELITIS NOS-ANKLE"""
73315,1,"73315 = ""73315: PATH FX-OTH FEMUR (Begin 1993)"""
73319,1,"73319 = ""73319: OTH SPEC PATH FX (Begin 1993)"""
73342,1,"73342 = ""73342: ASEPTIC NECROSIS FEMUR"""
7800,1,"7800  = ""7800 : COMA AND STUPOR (Begin 1980"
78002,1,"78002 = ""78002: TRANSIENT ALTER AWARENESS (Begin 1992)"""
78031,1,"78031 = ""78031: FEBRILE CONVULSIONS (Begin 1997)"""
78057,1,"78057 = ""78057: SLEEP APNEA NOS NEC (Begin 1992)"""
7809,1,"7809  = ""7809 : GENERAL SYMPTOMS NEC (End 2002)"""
78097,1,"78097 = ""78097: ALTERED MENTAL STATUS (Begin 2006)"""
78099,1,"78099 = ""78099: OTHER GENERAL SYMPTOMS (Begin 2002)"""
